"Data Source","World Development Indicators",

"Last Updated Date","2025-12-04",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Guinea-Bissau","GNB","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","97127470.2819459","91570367.0825425","104374875.10725","99629527.1186441","106250781.25","135343814.013063","140495186.53689","137942429.224516","164581530.259366","158966947.526072","121374144.968497","198182489.393939","201199417.803054","180470505.837265","148734376.170618","173843820.001966","153179560.190469","241804116.752681","230798820.728884","269605989.144433","361081171.843422","342767140.494223","281415498.951963","325406290.657627","320094802.072798","341965285.098391","381324739.429938","220978768.267457","219013739.724743","210296310.324313","144631220.750144","151702112.0655","164658902.921567","203784846.080693","215231094.691839","258455604.050798","250614574.658354","287477188.349693","364486046.762493","348539643.090012","356801747.834335","434636335.257983","399671665.813303","429020927.742192","395360223.614301","405152673.416824","452569117.152223","534462055.25037","505832733.206483","493829906.726809","601842887.059076","729711849.033419","711059980.131676","706779983.47716","780802212.809797",
"Equatorial Guinea","GNQ","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153139254.309844","179459541.115721","176306533.21879","159024097.056607","173156818.05542","225000125.517607","236344142.69087","261628059.064892","281699109.155504","248993720.012624","262162551.396007","282507694.950588","295727873.738642","277043776.953208","311810916.945418","345265790.030461","340792623.760733","381651079.698584","402003333.750598",
"Greece","GRC","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9272734225.62142","8784210079.2752","8453928615.999","8518592182.63577","7915870187.27685","6919970294.05649","7080836297.32757","7844798285.01217","10484687215.4486","10690880167.3398","10848911315.3245","8840613558.92469","9913054132.45415","10165170544.9297","9562442778.31288","8638233251.18335","8672006501.65371","8166174613.92774","7928094385.65492","8265174634.55291","7435466097.78398","6677552422.25838","7518840470.17766","7520344299.43058","7590536462.10195","7508757243.36967","7709911518.19755","8215234690.64984","8141208851.89034","8533469215.15703",
"Grenada","GRD","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","12666570","14169442.2222222","17728418.8888889","18274933.3333333","19814814.8148148","17903884.8148148","17707775.9259259","18915074.4444444","18560787.4074074","20798969.6296296","26445054.8148148","27626594.4444444","27453844.0740741","24708504.4444444","26823703.7037037","24145259.2592593","23027629.6296296","23136814.8148148","24555888.8888889","22017814.8148148","21909148.1481481","23302037.037037","25894703.7037037","26855925.9259259","27926518.5185185","33990000","34691296.2962963","30041814.8148148","20616814.8148148","27183333.3333333","26987000","31117259.2592593","35682481.4814815","34796296.2962963","34629629.6296296","38651851.8518519","40744444.4444444","55618518.5185185","74062962.962963","65888888.8888889","60466666.6666667","60722222.2222222","56785185.1851852","51159259.2592593","59933333.3333333","50425922.2222222","42196192.5925926","38256544.4444444",
"Greenland","GRL","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","278671998.443153","299796847.200753","313461432.637809","327034236.018227","322427701.301008","368095680.554305","293124227.853442","335379595.755746","391416041.687466","422582674.490149","403467613.622605","492688865.698453","425793638.348449","498431455.387763","543428463.856676","563185205.631567","553794040.195536","486048016.00452","501836057.344603","505189826.334991","550807520.751544","",
"Guatemala","GTM","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","382561300","396523100","398450600","449770300","468222500","520103100","549783700","594416800","716614300","881992300","1022624900","1191494500","1441654400","1568859400","1751983900","1957440900","2150636600","2190084800","2293442600","2426807900","2513192782.6087","1852142237.44292","1840439920","2026946641.22137","2156072372.15909","1979806668.1261","2421137469.97343","2639956639.71315","2834739749.68427","3179238927.6605","3539386207.96475","3770754120.69871","4220993601.26655","4546283701.36369","4221727201.33238","4401955028.8742","2608414839.65387","2897002633.69856","2906146419.17163","3082388275.28511","3372020059.35595","3405439130.21689","3906494868.44259","4363882620.54056","4398931735.43522","4569668522.47352","5277648958.60441","5317832951.75082","5488429202.98228","5828305613.6565","6198087047.17227","6381680532.35178","6947753444.87754","6918903508.56777","7260931531.93746","7714682535.46846","7930988191.9552","8686253156.19901","10109862512.7681","11070840292.3334",
"Guam","GUM","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","40133233.0002508","44333222.5002771","45733219.0002858","42991559.1877687","42758226.4377672","46000000","43647058.8235294","47117647.0588235","39900000","44700000","45050000","50850000","49619047.6190476","50619047.6190476","120045454.545455","142250000","94400000","84320000","102640000","105400000","124800000","107142857.142857","97333333.3333333","97000000","91315789.4736842","102093023.255814","113953488.372093","91734693.877551","93600000","133161768.382353","151215189.873418","141234347.048301","163605115.907274","166559139.784946","205263919.016631","253985915.492958","266424501.424501","272336570.67015","243284900.90952","243261160.237756","213680863.893","211779967.901381","224241470.642226","238618721.773309","248112149.061432","238273921.20075","809144473.46939","829798693.941423","959818302.438727","931468497.180682","979356123.438256","948080434.276471","1033650044.50296","1068939801.00224","1015160308.20313","1088924939.46731","913898305.084746","1080590799.03148","935298080.822758","910340527.577938","921961630.695444","1081980815.34772","1476230215.82734","1648474820.14388","1992843615.82734",
"High income","HIC","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","569322935686.078","560112923961.465","505128451816.944","469632805075.771","460172190826.48","453734569907.887","442155763679.645","445452669838.743","506146789023.248","588994753534.342","553641340503.9","561292558021.277","637055612398.136","683436810685.627","596809404604.681","652469428249.863","765020311690.481","747404504031.391","801251266838.509","779087615468.994","687285060454.288","679659804155.539","741288742545.727","744487926518.714","721480963652.948","721019109864.747","848082858438.514","924836553008.978","916428291050.333","889467463058.841",
"Hong Kong SAR, China","HKG","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149913357.010574","151562750.440776","146558810.665635","121360002.568466","123651771.956857","122535578.713166","121913022.58944","130104569.464752","118790270.704406","140613409.875189","122020803.517288","121274409.044193","143623015.626932","157942238.267148","192930614.748385","210275099.171155","244516731.617765","222758302.109531","224787905.849333","262509161.340019","341360284.638787","278905219.824398","189748547.421239","144452137.489315","",
"Honduras","HND","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","113500000","125600000","137250000","141150000","157600000","185350000","198900000","211550000","224000000","218600000","212000000","206500000","224998987.504556","255499872.250064","275000000","277000000","344000000","449000000","1219942988.5","1284751779.5","1387292458.5","1331978390","1270584671.5","1266751976","1264003464.5","1310986767.5","1401837409.5","1461769228","1488069018.02575","1334516571.03448","1190943616.00195","1113818026.21927","1121458375.01592","1048762373.19869","980287888.878318","1098406538.06048","1056281545.60811","1085351520.91255","1165928870.01477","873541616.724739","1032901242.36681","1007351313.98074","957403691.098492","955885759.809023","1079456169.71151","1216789712.08148","1294439309.69164","1472355266.70936","1686654050.48033","1579102518.6424","1835973347.58747","2518340243.99669","2513638169.95475","2255325657.21579","2477143403.59948","2562886830.4764","2616949984.44932","2931308969.64476","2794304482.73519","2646979487.43497","2846185773.98532","3065776645.41544","3919855995.33837","4115411460.05387","4161398705.01089",
"Heavily indebted poor countries (HIPC)","HPC","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","34326928460.1035","32910219919.0816","32012685017.4855","32171799310.9689","33495426847.417","39267580636.685","44675930365.7741","49215591490.9998","51449487084.9895","59283564647.7519","68196434077.0908","46813839782.5572","44740734769.7559","36673141639.5064","42994090975.2307","43354876291.6092","46247631411.7705","46440995447.7378","44338127623.8939","45645014505.8319","43841420747.2143","47464194001.6841","53604852589.3283","58913277627.3509","69207888655.0754","78431410342.3346","95445464014.1701","116889251221.743","120567136311.937","125285737080.326","130049183304.853","137523155494.428","146945790844.681","154959591008.909","151034046916.732","150811273645.588","160959535968.81","167404096671.549","174342714584.851","188713346131.083","200983018693.588","215288684917.774","240015586407.908","255539404732.477",
"Croatia","HRV","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1286987838.68177","1350568290.38669","1267200368.1039","1376740380.05713","1284583836.92401","1099520836.412","1144751068.0029","1295659130.23744","1387289271.58641","1848184838.59773","1740433369.74399","1972523580.16755","2188089674.52009","2657187653.51477","2483806240.05334","2149345368.92928","2279534125.56672","1889828620.47124","2057320822.62552","1751723130.10393","1511521712.35772","1611010666.08813","1623800400.13963","1819738880.88433","1756014513.19666","1813351296.3405","2318295421.88681","2415855225.19449","2833326413.01539","3151851174.34972",
"Haiti","HTI","Agriculture, forestry, and fishing, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","813209600","837099000","920736000","1038553528.35526","770146404.793369","579385739.170544","735418420.043669","662687121.819136","566831050.146342","694990958.017379","788070113.21502","937125039.180718","1170946540.95855","1041645755.58078","983409855.798036","848036853.658175","964878409.063533","1269153840.66244","1353302205.62335","1760372461.63585","1923067957.03155","2179478627.4663","2399458583.17451","2607358435.84501","2669114574.28788","2880278478.56586","2700653527.60116","2557091168.66159","2530150491.5382","2841546508.11858","3068509230.98499","2881197991.33541","2954235900.92019","4317747724.3173","4106478400.42008","3465342538.48272","4000591528.91659",
